Species,Well,Fila,Columna,Antibiotic,Concentration,SlopeR1,InterceptR1,RsquareR1,SlopeR2,InterceptR2,RsquareR2,SlopeR3,InterceptR3,RsquareR3,R1_GrowthRateRelativeToMax,R2_GrowthRateRelativeToMax,R3_GrowthRateRelativeToMax
Lp,E11,E,11,Ery,0.09765625,0.355435032231034,-5.45414539622523,0.996409650983178,0.298334192606304,-5.48120067015067,0.998096706753984,0.382914185369307,-6.2079749470127,0.996737775491017,0.826593098211707,0.693800447921637,0.890498105510016
Lp,E12,E,12,Ery,0.048828125,0.412943853190395,-5.58017653834056,0.998236262649261,0.417681499895593,-5.66389335465597,0.998788381462444,0.419111605628302,-5.73825286008946,0.998657347814277,0.960334542303244,0.971352325338588,0.974678152623958
Lp,F1,F,1,Gent,25,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F2,F,2,Gent,12.5,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F3,F,3,Gent,6.25,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F4,F,4,Gent,3.125,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F5,F,5,Gent,1.5625,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F6,F,6,Gent,0.78125,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F7,F,7,Gent,0.390625,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F8,F,8,Gent,0.1953125,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F9,F,9,Gent,0.09765625,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F10,F,10,Gent,0.048828125,0.2003026007824,-4.72771235585957,0.932031047784511,0,0,0,0.30047434502186,-5.49897487823128,0.983694512525676,0.4658200018195,0,0.69877754656247
Lp,F11,F,11,Gent,0.0244140625,0.346689298494874,-5.14218209357355,0.988871948588712,0.275080736220911,-5.0682763926132,0.988415525190543,0.401985953085676,-5.94543878487183,0.989999113929516,0.806254182546219,0.639722642374212,0.934851053687619
Lp,F12,F,12,Gent,0.01220703125,0.469241973615266,-5.60425303234312,0.996353596979952,0.370426415396866,-5.31839755595594,0.998982967653058,0.486538376734167,-6.2069967672439,0.997275879858495,1.091260403756430,0.861456779992712,1.131484597056200
Lp,G1,G,1,Kan,25,0,0,0,0,0,0,0,0,0,0,0,0
Lp,G2,G,2,Kan,12.5,0,0,0,0,0,0,0,0,0,0,0,0
Lp,G3,G,3,Kan,6.25,0,0,0,0,0,0,0,0,0,0,0,0
Lp,G4,G,4,Kan,3.125,0,0,0,0,0,0,0,0,0,0,0,0
Lp,G5,G,5,Kan,1.5625,0,0,0,0,0,0,0,0,0,0,0,0
Lp,G6,G,6,Kan,0.78125,0,0,0,0,0,0,0,0,0,0,0,0
Lp,G7,G,7,Kan,0.390625,0,0,0,0,0,0,0,0,0,0,0,0
Lp,G8,G,8,Kan,0.1953125,0.258846128355794,-4.87401514795,0.96701551346173,0,0,0,0.261333420202737,-5.33686513671473,0.976610571112432,0.601967740362312,0,0.607752140006365
Lp,G9,G,9,Kan,0.09765625,0.363557152082925,-5.31603417195995,0.988596304465686,0.295390581670431,-5.2757325757968,0.983463463542792,0.361260800421686,-5.68712600207754,0.992962940685834,0.845481749030058,0.686954841094026,0.840141396329502
Lp,G10,G,10,Kan,0.048828125,0.397058659693208,-5.36825419208526,0.99529763389839,0.347076968770091,-5.39313553561767,0.995610539944876,0.270444725068485,-4.83801747340183,0.990854334723742,0.923392231844670,0.807155741325793,0.628941221089500
Lp,G11,G,11,Kan,0.0244140625,0.410592789585556,-5.35509878713469,0.996395284255239,0.364723595763988,-5.38293401705756,0.998244123802251,0.402242655869718,-5.70636598198624,0.998163945321459,0.954866952524549,0.848194408753460,0.935448036906321
Lp,G12,G,12,Kan,0.01220703125,0.400726520840526,-5.14412456920447,0.997679932567342,0.394569176484401,-5.44984355715002,0.998748505529137,0.41610252472891,-5.68919609304032,0.998534725745431,0.931922141489595,0.917602736010235,0.96768029006723
Lp,H1,H,1,Tetra,100,0,0,0,0,0,0,0,0,0,0,0,0
Lp,H2,H,2,Tetra,50,0,0,0,0,0,0,0,0,0,0,0,0
Lp,H3,H,3,Tetra,25,0,0,0,0,0,0,0,0,0,0,0,0
Lp,H4,H,4,Tetra,12.5,0.213525195685427,-5.41674381314687,0.994103706060639,0,0,0,0,0,0,0.496570222524249,0,0
Lp,H5,H,5,Tetra,6.25,0.208687104364586,-4.99346477482429,0.975677777970311,0,0,0,0,0,0,0.485318847359502,0,0
Lp,H6,H,6,Tetra,3.125,0.242727886847624,-5.01486174751579,0.984189424404366,0.210826239852999,-5.07921450725548,0.988157407060139,0.243939260263504,-5.54201108764855,0.993698980645533,0.564483457785172,0.490293581053486,0.567300605263963
Lp,H7,H,7,Tetra,1.5625,0.303937274128809,-5.24609898566723,0.99269861394146,0.269157364799518,-5.24801220749571,0.996267398272328,0.328329388572812,-5.85417665503714,0.996986428824717,0.706830870066998,0.625947359998879,0.763556717611191
Lp,H8,H,8,Tetra,0.78125,0.344134074884735,-5.23561199033766,0.995984943635779,0.319926342394426,-5.32594474673967,0.997381088265263,0.315522019851732,-5.32231838463583,0.99923442738454,0.800311802057523,0.744014749754479,0.733772139190074
Lp,H9,H,9,Tetra,0.390625,0.383477861735325,-5.32569817612533,0.997693325426414,0.351111614497884,-5.39175479148473,0.998288165075276,0.419597564160838,-5.97183204504124,0.997629275923158,0.891808980779826,0.816538638367172,0.975808288746135
Lp,H10,H,10,Tetra,0.1953125,0.388721807514851,-5.18834754254806,0.996408557504321,0.349615202264843,-5.26923981310673,0.999017890904261,0.407973138535278,-5.76110891032959,0.99854795786542,0.904004203522909,0.813058609918240,0.948774740779716
Lp,H11,H,11,Tetra,0.09765625,0.42890039142216,-5.45140176744884,0.997107386631443,0.350408058870722,-5.20293622788821,0.999328268674801,0.477914892331481,-6.22470485981406,0.995958716588263,0.99744277074921,0.814902462490051,1.111429982166230
Lp,H12,H,12,Tetra,0.048828125,0.431716903909987,-5.38093181598977,0.997419181068445,0.396319566011536,-5.42995003052675,0.998290341269433,0.484473789836441,-6.26881726756868,0.995553992949527,1.003992799790670,0.921673409329153,1.126683232177770
